"Registration.date","Total.usage.time","Pets","Carpet.score","Sent.for.repair","Failure.date","Battery.status","Impact.status","IR.status","Battery.censoring","Impact.censoring","IR.censoring","Survival.time","Registration.year","Registration.year.month"
2016-06-03,1139,1,5,1,2018-02-08,"OK","OK","Damage",0,0,1,615,"2016","2016-06"
2018-04-08,745,0,4,0,2019-12-31,NA,NA,NA,0,0,0,632,"2018","2018-04"
2019-09-27,89,0,3,0,2019-12-31,NA,NA,NA,0,0,0,95,"2019","2019-09"
2017-04-18,2147,1,2,0,2019-12-31,NA,NA,NA,0,0,0,987,"2017","2017-04"
2016-03-25,1314,1,5,1,2019-01-03,"Damage","OK","OK",1,0,0,1014,"2016","2016-03"
2017-08-29,2213,1,2,1,2019-11-22,"Damage","OK","OK",1,0,0,815,"2017","2017-08"
2018-09-21,324,0,5,0,2019-12-31,NA,NA,NA,0,0,0,466,"2018","2018-09"
2015-10-09,3108,1,5,0,2019-12-31,NA,NA,NA,0,0,0,1544,"2015","2015-10"
2019-05-02,408,1,4,0,2019-12-31,NA,NA,NA,0,0,0,243,"2019","2019-05"
2018-03-23,584,0,3,0,2019-12-31,NA,NA,NA,0,0,0,648,"2018","2018-03"
2019-12-02,50,1,1,0,2019-12-31,NA,NA,NA,0,0,0,29,"2019","2019-12"
2015-10-20,2913,1,4,1,2019-06-22,"Damage","OK","OK",1,0,0,1341,"2015","2015-10"
2016-01-06,1448,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1455,"2016","2016-01"
2019-03-14,582,1,2,0,2019-12-31,NA,NA,NA,0,0,0,292,"2019","2019-03"
2017-08-26,1326,1,2,0,2019-12-31,NA,NA,NA,0,0,0,857,"2017","2017-08"
2015-08-01,1474,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1613,"2015","2015-08"
2019-02-16,356,1,3,0,2019-12-31,NA,NA,NA,0,0,0,318,"2019","2019-02"
2019-03-23,435,0,5,0,2019-12-31,NA,NA,NA,0,0,0,283,"2019","2019-03"
2016-07-16,37,0,4,1,2016-08-30,"OK","OK","Damage",0,0,1,45,"2016","2016-07"
2019-07-08,161,0,2,0,2019-12-31,NA,NA,NA,0,0,0,176,"2019","2019-07"
2018-08-15,977,1,3,0,2019-12-31,NA,NA,NA,0,0,0,503,"2018","2018-08"
2019-06-01,380,1,5,0,2019-12-31,NA,NA,NA,0,0,0,213,"2019","2019-06"
2016-08-31,1824,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1217,"2016","2016-08"
2019-12-25,9,0,2,0,2019-12-31,NA,NA,NA,0,0,0,6,"2019","2019-12"
2015-08-23,1777,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1591,"2015","2015-08"
2015-02-20,1457,0,3,1,2019-09-29,"Damage","OK","OK",1,0,0,1682,"2015","2015-02"
2015-01-24,1167,0,5,1,2018-02-13,"OK","OK","Damage",0,0,1,1116,"2015","2015-01"
2016-02-08,1651,0,7,0,2019-12-31,NA,NA,NA,0,0,0,1422,"2016","2016-02"
2018-06-25,577,0,5,0,2019-12-31,NA,NA,NA,0,0,0,554,"2018","2018-06"
2015-03-01,2205,0,1,1,2019-09-08,"OK","Damage","OK",0,1,0,1652,"2015","2015-03"
2016-10-30,2770,1,2,0,2019-12-31,NA,NA,NA,0,0,0,1157,"2016","2016-10"
2017-07-26,1230,1,3,1,2018-11-10,"Damage","OK","OK",1,0,0,472,"2017","2017-07"
2019-10-14,168,1,2,0,2019-12-31,NA,NA,NA,0,0,0,78,"2019","2019-10"
2015-07-10,1424,1,3,1,2016-11-13,"Damage","OK","OK",1,0,0,492,"2015","2015-07"
2015-08-30,3099,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1584,"2015","2015-08"
2018-02-03,694,0,2,0,2019-12-31,NA,NA,NA,0,0,0,696,"2018","2018-02"
2016-07-24,1109,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1255,"2016","2016-07"
2017-06-12,744,0,4,0,2019-12-31,NA,NA,NA,0,0,0,932,"2017","2017-06"
2018-12-14,512,0,3,0,2019-12-31,NA,NA,NA,0,0,0,382,"2018","2018-12"
2015-01-28,1354,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1798,"2015","2015-01"
2016-12-26,151,0,2,1,2017-06-06,"OK","OK","Damage",0,0,1,162,"2016","2016-12"
2018-05-15,585,0,3,0,2019-12-31,NA,NA,NA,0,0,0,595,"2018","2018-05"
2018-06-08,1259,1,4,0,2019-12-31,NA,NA,NA,0,0,0,571,"2018","2018-06"
2019-07-09,129,0,5,0,2019-12-31,NA,NA,NA,0,0,0,175,"2019","2019-07"
2019-07-24,428,1,4,0,2019-12-31,NA,NA,NA,0,0,0,160,"2019","2019-07"
2016-04-28,518,0,1,1,2017-10-06,"OK","OK","Damage",0,0,1,526,"2016","2016-04"
2019-12-05,64,1,5,0,2019-12-31,NA,NA,NA,0,0,0,26,"2019","2019-12"
2015-05-04,1041,0,2,1,2019-10-20,"OK","OK","OK",0,0,0,1630,"2015","2015-05"
2017-08-08,1542,1,5,0,2019-12-31,NA,NA,NA,0,0,0,875,"2017","2017-08"
2019-06-03,509,1,6,0,2019-12-31,NA,NA,NA,0,0,0,211,"2019","2019-06"
2016-01-03,1623,0,3,1,2019-06-22,"OK","OK","Damage",0,0,1,1266,"2016","2016-01"
2017-12-11,706,0,2,0,2019-12-31,NA,NA,NA,0,0,0,750,"2017","2017-12"
2015-09-11,1610,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1572,"2015","2015-09"
2019-08-31,162,0,4,0,2019-12-31,NA,NA,NA,0,0,0,122,"2019","2019-08"
2016-06-17,2843,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1292,"2016","2016-06"
2016-05-05,1289,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1335,"2016","2016-05"
2016-09-03,1935,1,4,1,2018-05-24,"Damage","OK","OK",1,0,0,628,"2016","2016-09"
2016-01-30,3063,1,2,1,2019-09-11,"OK","Damage","OK",0,1,0,1320,"2016","2016-01"
2015-07-26,1938,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1619,"2015","2015-07"
2019-05-03,415,1,1,0,2019-12-31,NA,NA,NA,0,0,0,242,"2019","2019-05"
2018-08-16,510,0,4,0,2019-12-31,NA,NA,NA,0,0,0,502,"2018","2018-08"
2019-09-05,80,0,5,0,2019-12-31,NA,NA,NA,0,0,0,117,"2019","2019-09"
2019-08-12,369,1,4,0,2019-12-31,NA,NA,NA,0,0,0,141,"2019","2019-08"
2015-07-20,1212,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1625,"2015","2015-07"
2016-08-23,2023,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1225,"2016","2016-08"
2018-09-01,1280,1,1,1,2019-10-21,"Damage","OK","OK",1,0,0,415,"2018","2018-09"
2015-09-30,2012,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1553,"2015","2015-09"
2018-07-09,637,0,5,0,2019-12-31,NA,NA,NA,0,0,0,540,"2018","2018-07"
2015-07-05,1781,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1640,"2015","2015-07"
2018-01-31,560,1,7,0,2019-12-31,NA,NA,NA,0,0,0,699,"2018","2018-01"
2018-11-24,833,1,2,0,2019-12-31,NA,NA,NA,0,0,0,402,"2018","2018-11"
2017-11-22,726,0,4,0,2019-12-31,NA,NA,NA,0,0,0,769,"2017","2017-11"
2017-07-24,1635,1,2,0,2019-12-31,NA,NA,NA,0,0,0,890,"2017","2017-07"
2016-06-09,1330,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1300,"2016","2016-06"
2015-02-21,2360,1,3,1,2019-02-15,"Damage","OK","OK",1,0,0,1455,"2015","2015-02"
2016-07-20,1375,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1259,"2016","2016-07"
2017-04-03,841,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1002,"2017","2017-04"
2015-06-09,2603,1,2,1,2018-12-21,"Damage","OK","OK",1,0,0,1291,"2015","2015-06"
2017-07-02,1879,1,1,0,2019-12-31,NA,NA,NA,0,0,0,912,"2017","2017-07"
2019-12-30,2,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1,"2019","2019-12"
2015-12-31,2262,1,2,0,2019-12-31,NA,NA,NA,0,0,0,1461,"2015","2015-12"
2019-07-08,79,0,6,0,2019-12-31,NA,NA,NA,0,0,0,176,"2019","2019-07"
2015-07-22,239,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1623,"2015","2015-07"
2018-01-11,1163,1,3,0,2019-12-31,NA,NA,NA,0,0,0,719,"2018","2018-01"
2016-08-16,1272,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1232,"2016","2016-08"
2019-04-22,218,0,3,0,2019-12-31,NA,NA,NA,0,0,0,253,"2019","2019-04"
2016-03-16,1129,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1385,"2016","2016-03"
2016-07-02,1001,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1277,"2016","2016-07"
2016-04-01,1364,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1369,"2016","2016-04"
2018-07-27,409,0,3,0,2019-12-31,NA,NA,NA,0,0,0,522,"2018","2018-07"
2015-01-20,1171,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1806,"2015","2015-01"
2017-02-17,1049,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1047,"2017","2017-02"
2017-03-15,800,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1021,"2017","2017-03"
2018-03-31,922,0,2,0,2019-12-31,NA,NA,NA,0,0,0,640,"2018","2018-03"
2019-02-22,671,1,2,0,2019-12-31,NA,NA,NA,0,0,0,312,"2019","2019-02"
2017-11-29,649,0,3,0,2019-12-31,NA,NA,NA,0,0,0,762,"2017","2017-11"
2019-05-20,129,0,3,0,2019-12-31,NA,NA,NA,0,0,0,225,"2019","2019-05"
2016-06-02,1534,1,3,1,2018-08-18,"Damage","OK","OK",1,0,0,807,"2016","2016-06"
2019-11-27,36,0,3,0,2019-12-31,NA,NA,NA,0,0,0,34,"2019","2019-11"
2018-12-17,381,1,3,0,2019-12-31,NA,NA,NA,0,0,0,379,"2018","2018-12"
2018-01-09,1630,1,2,0,2019-12-31,NA,NA,NA,0,0,0,721,"2018","2018-01"
2019-01-22,218,0,6,0,2019-12-31,NA,NA,NA,0,0,0,343,"2019","2019-01"
2015-09-25,2003,1,2,1,2017-10-27,"Damage","OK","OK",1,0,0,763,"2015","2015-09"
2016-04-16,2397,1,1,1,2018-06-28,"Damage","OK","OK",1,0,0,803,"2016","2016-04"
2018-06-18,777,0,1,0,2019-12-31,NA,NA,NA,0,0,0,561,"2018","2018-06"
2016-07-18,1670,1,2,0,2019-12-31,NA,NA,NA,0,0,0,1261,"2016","2016-07"
2019-04-28,531,1,2,0,2019-12-31,NA,NA,NA,0,0,0,247,"2019","2019-04"
2018-05-28,779,0,3,0,2019-12-31,NA,NA,NA,0,0,0,582,"2018","2018-05"
2019-11-07,69,0,4,0,2019-12-31,NA,NA,NA,0,0,0,54,"2019","2019-11"
2015-08-15,983,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1599,"2015","2015-08"
2018-12-16,191,0,3,0,2019-12-31,NA,NA,NA,0,0,0,380,"2018","2018-12"
2017-10-18,933,1,4,0,2019-12-31,NA,NA,NA,0,0,0,804,"2017","2017-10"
2019-08-11,263,1,4,0,2019-12-31,NA,NA,NA,0,0,0,142,"2019","2019-08"
2016-06-01,842,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1308,"2016","2016-06"
2018-05-07,1240,1,2,0,2019-12-31,NA,NA,NA,0,0,0,603,"2018","2018-05"
2015-12-12,797,1,3,1,2016-10-02,"Damage","OK","OK",1,0,0,295,"2015","2015-12"
2015-07-03,1115,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1642,"2015","2015-07"
2016-02-01,770,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1429,"2016","2016-02"
2015-12-22,2207,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1470,"2015","2015-12"
2015-04-21,1006,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1715,"2015","2015-04"
2019-11-07,43,0,2,0,2019-12-31,NA,NA,NA,0,0,0,54,"2019","2019-11"
2016-04-08,1574,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1362,"2016","2016-04"
2018-10-18,750,1,1,0,2019-12-31,NA,NA,NA,0,0,0,439,"2018","2018-10"
2016-12-21,610,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1105,"2016","2016-12"
2016-04-05,1652,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1365,"2016","2016-04"
2018-12-25,774,1,3,0,2019-12-31,NA,NA,NA,0,0,0,371,"2018","2018-12"
2016-03-14,2088,1,3,1,2018-11-19,"Damage","OK","OK",1,0,0,980,"2016","2016-03"
2015-10-01,2895,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1552,"2015","2015-10"
2015-11-23,947,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1499,"2015","2015-11"
2019-09-09,107,0,2,0,2019-12-31,NA,NA,NA,0,0,0,113,"2019","2019-09"
2017-10-17,496,0,4,0,2019-12-31,NA,NA,NA,0,0,0,805,"2017","2017-10"
2018-08-24,639,0,2,0,2019-12-31,NA,NA,NA,0,0,0,494,"2018","2018-08"
2017-01-02,744,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1093,"2017","2017-01"
2016-02-18,1995,1,3,1,2017-12-02,"Damage","OK","OK",1,0,0,653,"2016","2016-02"
2015-11-13,1491,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1509,"2015","2015-11"
2019-12-15,46,1,1,0,2019-12-31,NA,NA,NA,0,0,0,16,"2019","2019-12"
2019-06-09,182,0,2,0,2019-12-31,NA,NA,NA,0,0,0,205,"2019","2019-06"
2015-05-26,1489,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1680,"2015","2015-05"
2017-07-15,876,0,5,0,2019-12-31,NA,NA,NA,0,0,0,899,"2017","2017-07"
2019-06-15,251,0,1,0,2019-12-31,NA,NA,NA,0,0,0,199,"2019","2019-06"
2018-11-17,1010,1,5,0,2019-12-31,NA,NA,NA,0,0,0,409,"2018","2018-11"
2015-06-28,2322,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1647,"2015","2015-06"
2016-10-04,2401,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1183,"2016","2016-10"
2018-09-10,643,0,5,0,2019-12-31,NA,NA,NA,0,0,0,477,"2018","2018-09"
2017-11-05,727,0,3,0,2019-12-31,NA,NA,NA,0,0,0,786,"2017","2017-11"
2017-09-20,1257,1,3,1,2018-12-04,"OK","OK","Damage",0,0,1,440,"2017","2017-09"
2019-03-31,240,0,2,0,2019-12-31,NA,NA,NA,0,0,0,275,"2019","2019-03"
2016-05-21,2612,1,1,1,2019-11-21,"OK","Damage","OK",0,1,0,1279,"2016","2016-05"
2018-10-02,997,1,4,0,2019-12-31,NA,NA,NA,0,0,0,455,"2018","2018-10"
2015-11-30,1024,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1492,"2015","2015-11"
2019-02-18,416,0,2,0,2019-12-31,NA,NA,NA,0,0,0,316,"2019","2019-02"
2017-12-30,1468,1,3,0,2019-12-31,NA,NA,NA,0,0,0,731,"2017","2017-12"
2015-03-03,1542,1,4,1,2016-10-31,"Damage","OK","OK",1,0,0,608,"2015","2015-03"
2017-07-10,1813,1,2,0,2019-12-31,NA,NA,NA,0,0,0,904,"2017","2017-07"
2017-11-07,1089,0,5,0,2019-12-31,NA,NA,NA,0,0,0,784,"2017","2017-11"
2018-07-27,1142,1,2,0,2019-12-31,NA,NA,NA,0,0,0,522,"2018","2018-07"
2017-02-13,849,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1051,"2017","2017-02"
2018-08-09,477,0,3,0,2019-12-31,NA,NA,NA,0,0,0,509,"2018","2018-08"
2016-04-15,1535,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1355,"2016","2016-04"
2019-08-04,54,0,4,0,2019-12-31,NA,NA,NA,0,0,0,149,"2019","2019-08"
2016-06-08,1656,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1301,"2016","2016-06"
2019-09-11,157,0,4,0,2019-12-31,NA,NA,NA,0,0,0,111,"2019","2019-09"
2019-10-07,192,1,6,0,2019-12-31,NA,NA,NA,0,0,0,85,"2019","2019-10"
2015-09-20,2595,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1563,"2015","2015-09"
2018-05-02,1361,1,3,0,2019-12-31,NA,NA,NA,0,0,0,608,"2018","2018-05"
2019-09-18,180,0,5,0,2019-12-31,NA,NA,NA,0,0,0,104,"2019","2019-09"
2017-03-19,2051,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1017,"2017","2017-03"
2017-04-20,666,0,3,0,2019-12-31,NA,NA,NA,0,0,0,985,"2017","2017-04"
2019-02-17,360,0,2,0,2019-12-31,NA,NA,NA,0,0,0,317,"2019","2019-02"
2018-05-26,1164,1,4,0,2019-12-31,NA,NA,NA,0,0,0,584,"2018","2018-05"
2016-06-18,1956,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1291,"2016","2016-06"
2018-02-07,910,0,3,0,2019-12-31,NA,NA,NA,0,0,0,692,"2018","2018-02"
2017-10-10,1330,1,2,0,2019-12-31,NA,NA,NA,0,0,0,812,"2017","2017-10"
2017-09-13,456,0,2,0,2019-12-31,NA,NA,NA,0,0,0,839,"2017","2017-09"
2019-08-18,75,0,1,0,2019-12-31,NA,NA,NA,0,0,0,135,"2019","2019-08"
2016-07-30,2402,1,1,1,2019-06-09,"OK","Damage","OK",0,1,0,1044,"2016","2016-07"
2016-11-06,1330,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1150,"2016","2016-11"
2016-09-23,2253,0,7,0,2019-12-31,NA,NA,NA,0,0,0,1194,"2016","2016-09"
2016-01-23,2959,1,5,1,2018-11-05,"Damage","OK","OK",1,0,0,1017,"2016","2016-01"
2019-09-07,111,0,5,0,2019-12-31,NA,NA,NA,0,0,0,115,"2019","2019-09"
2016-06-16,1715,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1293,"2016","2016-06"
2019-12-24,8,0,4,0,2019-12-31,NA,NA,NA,0,0,0,7,"2019","2019-12"
2015-09-25,1555,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1558,"2015","2015-09"
2019-04-04,162,0,2,0,2019-12-31,NA,NA,NA,0,0,0,271,"2019","2019-04"
2017-12-31,795,0,3,0,2019-12-31,NA,NA,NA,0,0,0,730,"2017","2017-12"
2019-03-08,347,0,4,0,2019-12-31,NA,NA,NA,0,0,0,298,"2019","2019-03"
2018-02-21,695,0,3,0,2019-12-31,NA,NA,NA,0,0,0,678,"2018","2018-02"
2017-04-09,1487,0,3,0,2019-12-31,NA,NA,NA,0,0,0,996,"2017","2017-04"
2019-01-07,462,0,2,0,2019-12-31,NA,NA,NA,0,0,0,358,"2019","2019-01"
2015-08-10,711,1,3,1,2016-05-01,"Damage","OK","OK",1,0,0,265,"2015","2015-08"
2019-10-27,70,0,1,0,2019-12-31,NA,NA,NA,0,0,0,65,"2019","2019-10"
2017-09-07,1831,1,2,0,2019-12-31,NA,NA,NA,0,0,0,845,"2017","2017-09"
2019-08-07,47,0,3,0,2019-12-31,NA,NA,NA,0,0,0,146,"2019","2019-08"
2017-09-15,973,0,2,0,2019-12-31,NA,NA,NA,0,0,0,837,"2017","2017-09"
2015-07-12,1214,0,2,1,2019-03-04,"OK","OK","Damage",0,0,1,1331,"2015","2015-07"
2017-10-16,878,0,3,0,2019-12-31,NA,NA,NA,0,0,0,806,"2017","2017-10"
2019-11-20,42,0,1,0,2019-12-31,NA,NA,NA,0,0,0,41,"2019","2019-11"
2017-06-22,63,1,4,1,2017-07-20,"OK","OK","Damage",0,0,1,28,"2017","2017-06"
2017-10-11,647,0,7,0,2019-12-31,NA,NA,NA,0,0,0,811,"2017","2017-10"
2019-08-07,176,0,7,0,2019-12-31,NA,NA,NA,0,0,0,146,"2019","2019-08"
2016-09-30,2086,1,2,1,2019-07-01,"Damage","OK","OK",1,0,0,1004,"2016","2016-09"
2019-09-21,145,1,4,0,2019-12-31,NA,NA,NA,0,0,0,101,"2019","2019-09"
2019-11-04,65,0,5,0,2019-12-31,NA,NA,NA,0,0,0,57,"2019","2019-11"
2019-03-18,763,1,6,0,2019-12-31,NA,NA,NA,0,0,0,288,"2019","2019-03"
2018-05-01,475,0,5,0,2019-12-31,NA,NA,NA,0,0,0,609,"2018","2018-05"
2016-02-26,1457,1,2,1,2017-06-01,"Damage","OK","OK",1,0,0,461,"2016","2016-02"
2019-10-16,79,0,1,0,2019-12-31,NA,NA,NA,0,0,0,76,"2019","2019-10"
2017-10-03,1453,1,4,0,2019-12-31,NA,NA,NA,0,0,0,819,"2017","2017-10"
2017-05-31,916,0,4,0,2019-12-31,NA,NA,NA,0,0,0,944,"2017","2017-05"
2019-08-26,84,0,1,0,2019-12-31,NA,NA,NA,0,0,0,127,"2019","2019-08"
2016-02-29,93,0,5,1,2016-05-17,"OK","OK","Damage",0,0,1,78,"2016","2016-02"
2018-09-17,460,1,5,0,2019-12-31,NA,NA,NA,0,0,0,470,"2018","2018-09"
2015-02-15,1165,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1780,"2015","2015-02"
2016-03-22,1130,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1379,"2016","2016-03"
2019-05-08,204,0,3,0,2019-12-31,NA,NA,NA,0,0,0,237,"2019","2019-05"
2016-11-27,2259,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1129,"2016","2016-11"
2015-12-08,2273,1,5,0,2019-12-31,NA,NA,NA,0,0,0,1484,"2015","2015-12"
2015-10-12,1199,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1541,"2015","2015-10"
2019-01-15,345,0,3,0,2019-12-31,NA,NA,NA,0,0,0,350,"2019","2019-01"
2019-01-20,529,0,2,0,2019-12-31,NA,NA,NA,0,0,0,345,"2019","2019-01"
2017-09-27,984,0,2,0,2019-12-31,NA,NA,NA,0,0,0,825,"2017","2017-09"
2016-06-20,722,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1289,"2016","2016-06"
2018-05-29,856,0,4,0,2019-12-31,NA,NA,NA,0,0,0,581,"2018","2018-05"
2019-03-21,345,1,3,0,2019-12-31,NA,NA,NA,0,0,0,285,"2019","2019-03"
2019-06-27,110,0,2,0,2019-12-31,NA,NA,NA,0,0,0,187,"2019","2019-06"
2019-07-31,153,0,3,0,2019-12-31,NA,NA,NA,0,0,0,153,"2019","2019-07"
2016-07-26,1390,1,2,1,2017-11-07,"Damage","OK","OK",1,0,0,469,"2016","2016-07"
2019-02-19,706,1,2,0,2019-12-31,NA,NA,NA,0,0,0,315,"2019","2019-02"
2016-08-11,1511,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1237,"2016","2016-08"
2016-09-19,1243,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1198,"2016","2016-09"
2017-01-15,1072,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1080,"2017","2017-01"
2015-09-12,1532,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1571,"2015","2015-09"
2019-04-12,55,1,1,0,2019-12-31,NA,NA,NA,0,0,0,263,"2019","2019-04"
2016-01-31,1483,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1430,"2016","2016-01"
2016-08-02,2097,1,2,1,2018-06-16,"Damage","OK","OK",1,0,0,683,"2016","2016-08"
2017-09-15,533,0,5,0,2019-12-31,NA,NA,NA,0,0,0,837,"2017","2017-09"
2017-02-24,1366,1,3,1,2018-04-17,"Damage","OK","OK",1,0,0,417,"2017","2017-02"
2016-10-28,1691,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1159,"2016","2016-10"
2018-12-08,536,0,2,0,2019-12-31,NA,NA,NA,0,0,0,388,"2018","2018-12"
2019-05-07,252,0,3,0,2019-12-31,NA,NA,NA,0,0,0,238,"2019","2019-05"
2018-11-28,780,1,2,0,2019-12-31,NA,NA,NA,0,0,0,398,"2018","2018-11"
2017-07-12,1010,1,3,0,2019-12-31,NA,NA,NA,0,0,0,902,"2017","2017-07"
2018-12-08,788,1,2,0,2019-12-31,NA,NA,NA,0,0,0,388,"2018","2018-12"
2015-01-29,1715,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1797,"2015","2015-01"
2017-08-06,1328,1,7,0,2019-12-31,NA,NA,NA,0,0,0,877,"2017","2017-08"
2019-01-21,599,1,4,0,2019-12-31,NA,NA,NA,0,0,0,344,"2019","2019-01"
2018-11-20,742,1,3,0,2019-12-31,NA,NA,NA,0,0,0,406,"2018","2018-11"
2019-11-08,136,1,5,0,2019-12-31,NA,NA,NA,0,0,0,53,"2019","2019-11"
2018-01-23,904,1,4,0,2019-12-31,NA,NA,NA,0,0,0,707,"2018","2018-01"
2016-07-14,1232,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1265,"2016","2016-07"
2016-04-26,809,0,5,1,2018-05-18,"OK","OK","Damage",0,0,1,752,"2016","2016-04"
2018-03-20,1026,1,2,0,2019-12-31,NA,NA,NA,0,0,0,651,"2018","2018-03"
2019-10-28,150,1,2,0,2019-12-31,NA,NA,NA,0,0,0,64,"2019","2019-10"
2017-01-01,2398,1,2,1,2019-02-21,"Damage","OK","OK",1,0,0,781,"2017","2017-01"
2015-02-27,1451,0,3,1,2018-12-25,"OK","OK","OK",0,0,0,1397,"2015","2015-02"
2015-08-19,2356,1,2,1,2019-07-03,"Damage","OK","OK",1,0,0,1414,"2015","2015-08"
2019-01-02,391,0,5,0,2019-12-31,NA,NA,NA,0,0,0,363,"2019","2019-01"
2016-07-18,2740,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1261,"2016","2016-07"
2018-03-03,1816,1,2,0,2019-12-31,NA,NA,NA,0,0,0,668,"2018","2018-03"
2017-03-11,921,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1025,"2017","2017-03"
2017-07-18,896,0,4,0,2019-12-31,NA,NA,NA,0,0,0,896,"2017","2017-07"
2016-09-28,2255,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1189,"2016","2016-09"
2016-05-08,1780,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1332,"2016","2016-05"
2018-01-31,874,0,3,0,2019-12-31,NA,NA,NA,0,0,0,699,"2018","2018-01"
2016-12-26,1018,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1100,"2016","2016-12"
2015-06-04,1879,0,6,0,2019-12-31,NA,NA,NA,0,0,0,1671,"2015","2015-06"
2019-10-28,45,0,5,0,2019-12-31,NA,NA,NA,0,0,0,64,"2019","2019-10"
2019-03-15,289,0,2,0,2019-12-31,NA,NA,NA,0,0,0,291,"2019","2019-03"
2017-04-22,2328,1,2,0,2019-12-31,NA,NA,NA,0,0,0,983,"2017","2017-04"
2015-11-23,1972,0,3,1,2019-11-21,"OK","Damage","OK",0,1,0,1459,"2015","2015-11"
2016-10-01,817,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1186,"2016","2016-10"
2017-02-09,2057,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1055,"2017","2017-02"
2015-12-13,1743,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1479,"2015","2015-12"
2018-05-25,278,0,6,0,2019-12-31,NA,NA,NA,0,0,0,585,"2018","2018-05"
2016-07-20,990,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1259,"2016","2016-07"
2018-12-16,546,1,4,0,2019-12-31,NA,NA,NA,0,0,0,380,"2018","2018-12"
2017-05-01,1162,0,4,0,2019-12-31,NA,NA,NA,0,0,0,974,"2017","2017-05"
